"donor_id","true_age","predicted_age","n_cells_aggregated"
"onek1k:1000_1001",73,7.41316332742279,122
"onek1k:1001_1002",57,33.4874135518943,203
"onek1k:1002_1003",73,47.0017717784381,124
"onek1k:1003_1004",58,13.6925073051422,251
"onek1k:1004_1005",74,25.0349405882982,249
"onek1k:1005_1006",66,18.927169098709,85
"onek1k:1006_1007",73,44.0448968894292,74
"onek1k:1007_1008",75,50.037512541229,437
"onek1k:1008_1009",71,50.292905744302,450
"onek1k:1009_1010",72,48.2894355568336,86
"onek1k:1010_1011",71,35.1113494395092,160
"onek1k:1011_1012",67,53.750464159513,212
"onek1k:1012_1013",70,41.7899453918449,344
"onek1k:1014_1015",70,65.9424465344082,84
"onek1k:1015_1016",67,29.9995975909646,166
"onek1k:1016_1017",68,31.5315350263618,562
"onek1k:1018_1019",68,52.4229701641281,113
"onek1k:1019_1020",69,45.4634250560503,321
"onek1k:101_101",71,18.199420045497,142
"onek1k:1020_1021",80,57.5016264355131,282
"onek1k:1021_1022",75,54.2791423223613,301
"onek1k:1022_1023",68,36.5946023453451,156
"onek1k:1023_1024",60,11.3623241049806,82
"onek1k:1024_1025",70,47.980290597184,271
"onek1k:1025_1026",57,44.8169751931771,135
"onek1k:1026_1027",75,13.8741334700501,215
"onek1k:1027_1028",70,14.8086216400782,215
"onek1k:1028_1029",72,34.5952275328129,228
"onek1k:1029_1030",72,25.1370020813903,76
"onek1k:102_102",23,34.1279215840585,343
"onek1k:1030_1031",60,15.7723241344432,294
"onek1k:1031_1032",72,3.40448891834422,275
"onek1k:1032_1033",59,21.470702208324,129
"onek1k:1033_1034",61,51.3258565527202,192
"onek1k:1034_1035",64,48.1297992224209,410
"onek1k:1035_1036",70,35.7988231586406,188
"onek1k:1036_1037",78,61.0207418416583,427
"onek1k:1037_1038",58,40.0835964066841,166
"onek1k:1038_1039",61,25.8532424883276,285
"onek1k:1039_1040",75,41.1526290439574,75
"onek1k:1040_1041",72,57.34620204578,351
"onek1k:1041_1042",72,3.78330446346153,208
"onek1k:1042_1043",57,6.87038452721537,375
"onek1k:1043_1044",71,52.7573996100589,453
"onek1k:1044_1045",65,42.209693973781,202
"onek1k:1045_1046",67,35.7628356110451,277
"onek1k:1046_1047",62,20.1562262338324,179
"onek1k:1047_1048",71,-20.221745741111,44
